premise,conclusion,item,category,blankpredicate,predicate_id,argument_id
Cable cars use a tove.,All vehicles use a tove.,cable car,vehicle,use a,4,5
Cable cars have wugs.,All vehicles have wugs.,cable car,vehicle,have,5,1
Cable cars have feps.,All vehicles have feps.,cable car,vehicle,have,5,2
Cable cars have blickets.,All vehicles have blickets.,cable car,vehicle,have,5,3
Cable cars have jabberwocks.,All vehicles have jabberwocks.,cable car,vehicle,have,5,4
Cable cars have toves.,All vehicles have toves.,cable car,vehicle,have,5,5
Trains can dax.,All vehicles can dax.,train,vehicle,can,1,1
Trains can wif.,All vehicles can wif.,train,vehicle,can,1,2
Trains can blick.,All vehicles can blick.,train,vehicle,can,1,3
Trains can gyre.,All vehicles can gyre.,train,vehicle,can,1,4
Trains can gimble.,All vehicles can gimble.,train,vehicle,can,1,5
Trains can be daxed.,All vehicles can be daxed.,train,vehicle,can be,2,1
Trains can be wiffed.,All vehicles can be wiffed.,train,vehicle,can be,2,2
Trains can be blicked.,All vehicles can be blicked.,train,vehicle,can be,2,3
Trains can be gyred.,All vehicles can be gyred.,train,vehicle,can be,2,4
Trains can be gimbled.,All vehicles can be gimbled.,train,vehicle,can be,2,5
Trains are beamish.,All vehicles are beamish.,train,vehicle,are,3,1
Trains are slithy.,All vehicles are slithy.,train,vehicle,are,3,2
Trains are mimsy.,All vehicles are mimsy.,train,vehicle,are,3,3
Trains are vorpal.,All vehicles are vorpal.,train,vehicle,are,3,4
Trains are frabjous.,All vehicles are frabjous.,train,vehicle,are,3,5
Trains use a wug.,All vehicles use a wug.,train,vehicle,use a,4,1
Trains use a fep.,All vehicles use a fep.,train,vehicle,use a,4,2
Trains use a blicket.,All vehicles use a blicket.,train,vehicle,use a,4,3
Trains use a jabberwock.,All vehicles use a jabberwock.,train,vehicle,use a,4,4
Trains use a tove.,All vehicles use a tove.,train,vehicle,use a,4,5
Trains have wugs.,All vehicles have wugs.,train,vehicle,have,5,1
Trains have feps.,All vehicles have feps.,train,vehicle,have,5,2
Trains have blickets.,All vehicles have blickets.,train,vehicle,have,5,3
Trains have jabberwocks.,All vehicles have jabberwocks.,train,vehicle,have,5,4
Trains have toves.,All vehicles have toves.,train,vehicle,have,5,5
Trolleys can dax.,All vehicles can dax.,trolley,vehicle,can,1,1
Trolleys can wif.,All vehicles can wif.,trolley,vehicle,can,1,2
Trolleys can blick.,All vehicles can blick.,trolley,vehicle,can,1,3
Trolleys can gyre.,All vehicles can gyre.,trolley,vehicle,can,1,4
Trolleys can gimble.,All vehicles can gimble.,trolley,vehicle,can,1,5
Trolleys can be daxed.,All vehicles can be daxed.,trolley,vehicle,can be,2,1
Trolleys can be wiffed.,All vehicles can be wiffed.,trolley,vehicle,can be,2,2
Trolleys can be blicked.,All vehicles can be blicked.,trolley,vehicle,can be,2,3
Trolleys can be gyred.,All vehicles can be gyred.,trolley,vehicle,can be,2,4
Trolleys can be gimbled.,All vehicles can be gimbled.,trolley,vehicle,can be,2,5
Trolleys are beamish.,All vehicles are beamish.,trolley,vehicle,are,3,1
Trolleys are slithy.,All vehicles are slithy.,trolley,vehicle,are,3,2
Trolleys are mimsy.,All vehicles are mimsy.,trolley,vehicle,are,3,3
Trolleys are vorpal.,All vehicles are vorpal.,trolley,vehicle,are,3,4
Trolleys are frabjous.,All vehicles are frabjous.,trolley,vehicle,are,3,5
Trolleys use a wug.,All vehicles use a wug.,trolley,vehicle,use a,4,1
Trolleys use a fep.,All vehicles use a fep.,trolley,vehicle,use a,4,2
Trolleys use a blicket.,All vehicles use a blicket.,trolley,vehicle,use a,4,3
Trolleys use a jabberwock.,All vehicles use a jabberwock.,trolley,vehicle,use a,4,4
Trolleys use a tove.,All vehicles use a tove.,trolley,vehicle,use a,4,5
Trolleys have wugs.,All vehicles have wugs.,trolley,vehicle,have,5,1
Trolleys have feps.,All vehicles have feps.,trolley,vehicle,have,5,2
Trolleys have blickets.,All vehicles have blickets.,trolley,vehicle,have,5,3
Trolleys have jabberwocks.,All vehicles have jabberwocks.,trolley,vehicle,have,5,4
Trolleys have toves.,All vehicles have toves.,trolley,vehicle,have,5,5
Bicycles can dax.,All vehicles can dax.,bicycle,vehicle,can,1,1
Bicycles can wif.,All vehicles can wif.,bicycle,vehicle,can,1,2
Bicycles can blick.,All vehicles can blick.,bicycle,vehicle,can,1,3
Bicycles can gyre.,All vehicles can gyre.,bicycle,vehicle,can,1,4
Bicycles can gimble.,All vehicles can gimble.,bicycle,vehicle,can,1,5
Bicycles can be daxed.,All vehicles can be daxed.,bicycle,vehicle,can be,2,1
Bicycles can be wiffed.,All vehicles can be wiffed.,bicycle,vehicle,can be,2,2
Bicycles can be blicked.,All vehicles can be blicked.,bicycle,vehicle,can be,2,3
Bicycles can be gyred.,All vehicles can be gyred.,bicycle,vehicle,can be,2,4
Bicycles can be gimbled.,All vehicles can be gimbled.,bicycle,vehicle,can be,2,5
Bicycles are beamish.,All vehicles are beamish.,bicycle,vehicle,are,3,1
Bicycles are slithy.,All vehicles are slithy.,bicycle,vehicle,are,3,2
Bicycles are mimsy.,All vehicles are mimsy.,bicycle,vehicle,are,3,3
Bicycles are vorpal.,All vehicles are vorpal.,bicycle,vehicle,are,3,4
Bicycles are frabjous.,All vehicles are frabjous.,bicycle,vehicle,are,3,5
Bicycles use a wug.,All vehicles use a wug.,bicycle,vehicle,use a,4,1
Bicycles use a fep.,All vehicles use a fep.,bicycle,vehicle,use a,4,2
Bicycles use a blicket.,All vehicles use a blicket.,bicycle,vehicle,use a,4,3
Bicycles use a jabberwock.,All vehicles use a jabberwock.,bicycle,vehicle,use a,4,4
Bicycles use a tove.,All vehicles use a tove.,bicycle,vehicle,use a,4,5
Bicycles have wugs.,All vehicles have wugs.,bicycle,vehicle,have,5,1
Bicycles have feps.,All vehicles have feps.,bicycle,vehicle,have,5,2
Bicycles have blickets.,All vehicles have blickets.,bicycle,vehicle,have,5,3
Bicycles have jabberwocks.,All vehicles have jabberwocks.,bicycle,vehicle,have,5,4
Bicycles have toves.,All vehicles have toves.,bicycle,vehicle,have,5,5
Carriages can dax.,All vehicles can dax.,carriage,vehicle,can,1,1
Carriages can wif.,All vehicles can wif.,carriage,vehicle,can,1,2
Carriages can blick.,All vehicles can blick.,carriage,vehicle,can,1,3
Carriages can gyre.,All vehicles can gyre.,carriage,vehicle,can,1,4
Carriages can gimble.,All vehicles can gimble.,carriage,vehicle,can,1,5
Carriages can be daxed.,All vehicles can be daxed.,carriage,vehicle,can be,2,1
Carriages can be wiffed.,All vehicles can be wiffed.,carriage,vehicle,can be,2,2
Carriages can be blicked.,All vehicles can be blicked.,carriage,vehicle,can be,2,3
Carriages can be gyred.,All vehicles can be gyred.,carriage,vehicle,can be,2,4
Carriages can be gimbled.,All vehicles can be gimbled.,carriage,vehicle,can be,2,5
Carriages are beamish.,All vehicles are beamish.,carriage,vehicle,are,3,1
Carriages are slithy.,All vehicles are slithy.,carriage,vehicle,are,3,2
Carriages are mimsy.,All vehicles are mimsy.,carriage,vehicle,are,3,3
Carriages are vorpal.,All vehicles are vorpal.,carriage,vehicle,are,3,4
Carriages are frabjous.,All vehicles are frabjous.,carriage,vehicle,are,3,5
Carriages use a wug.,All vehicles use a wug.,carriage,vehicle,use a,4,1
Carriages use a fep.,All vehicles use a fep.,carriage,vehicle,use a,4,2
Carriages use a blicket.,All vehicles use a blicket.,carriage,vehicle,use a,4,3
Carriages use a jabberwock.,All vehicles use a jabberwock.,carriage,vehicle,use a,4,4
Carriages use a tove.,All vehicles use a tove.,carriage,vehicle,use a,4,5
Carriages have wugs.,All vehicles have wugs.,carriage,vehicle,have,5,1
Carriages have feps.,All vehicles have feps.,carriage,vehicle,have,5,2
Carriages have blickets.,All vehicles have blickets.,carriage,vehicle,have,5,3
Carriages have jabberwocks.,All vehicles have jabberwocks.,carriage,vehicle,have,5,4
Carriages have toves.,All vehicles have toves.,carriage,vehicle,have,5,5
Airplanes can dax.,All vehicles can dax.,airplane,vehicle,can,1,1
Airplanes can wif.,All vehicles can wif.,airplane,vehicle,can,1,2
Airplanes can blick.,All vehicles can blick.,airplane,vehicle,can,1,3
Airplanes can gyre.,All vehicles can gyre.,airplane,vehicle,can,1,4
Airplanes can gimble.,All vehicles can gimble.,airplane,vehicle,can,1,5
Airplanes can be daxed.,All vehicles can be daxed.,airplane,vehicle,can be,2,1
Airplanes can be wiffed.,All vehicles can be wiffed.,airplane,vehicle,can be,2,2
Airplanes can be blicked.,All vehicles can be blicked.,airplane,vehicle,can be,2,3
Airplanes can be gyred.,All vehicles can be gyred.,airplane,vehicle,can be,2,4
Airplanes can be gimbled.,All vehicles can be gimbled.,airplane,vehicle,can be,2,5
Airplanes are beamish.,All vehicles are beamish.,airplane,vehicle,are,3,1
Airplanes are slithy.,All vehicles are slithy.,airplane,vehicle,are,3,2
Airplanes are mimsy.,All vehicles are mimsy.,airplane,vehicle,are,3,3
Airplanes are vorpal.,All vehicles are vorpal.,airplane,vehicle,are,3,4
Airplanes are frabjous.,All vehicles are frabjous.,airplane,vehicle,are,3,5
Airplanes use a wug.,All vehicles use a wug.,airplane,vehicle,use a,4,1
Airplanes use a fep.,All vehicles use a fep.,airplane,vehicle,use a,4,2
Airplanes use a blicket.,All vehicles use a blicket.,airplane,vehicle,use a,4,3
Airplanes use a jabberwock.,All vehicles use a jabberwock.,airplane,vehicle,use a,4,4
Airplanes use a tove.,All vehicles use a tove.,airplane,vehicle,use a,4,5
Airplanes have wugs.,All vehicles have wugs.,airplane,vehicle,have,5,1
Airplanes have feps.,All vehicles have feps.,airplane,vehicle,have,5,2
Airplanes have blickets.,All vehicles have blickets.,airplane,vehicle,have,5,3
Airplanes have jabberwocks.,All vehicles have jabberwocks.,airplane,vehicle,have,5,4
Airplanes have toves.,All vehicles have toves.,airplane,vehicle,have,5,5
Bikes can dax.,All vehicles can dax.,bike,vehicle,can,1,1
Bikes can wif.,All vehicles can wif.,bike,vehicle,can,1,2
Bikes can blick.,All vehicles can blick.,bike,vehicle,can,1,3
Bikes can gyre.,All vehicles can gyre.,bike,vehicle,can,1,4
Bikes can gimble.,All vehicles can gimble.,bike,vehicle,can,1,5
Bikes can be daxed.,All vehicles can be daxed.,bike,vehicle,can be,2,1
Bikes can be wiffed.,All vehicles can be wiffed.,bike,vehicle,can be,2,2
Bikes can be blicked.,All vehicles can be blicked.,bike,vehicle,can be,2,3
Bikes can be gyred.,All vehicles can be gyred.,bike,vehicle,can be,2,4
Bikes can be gimbled.,All vehicles can be gimbled.,bike,vehicle,can be,2,5
Bikes are beamish.,All vehicles are beamish.,bike,vehicle,are,3,1
Bikes are slithy.,All vehicles are slithy.,bike,vehicle,are,3,2
Bikes are mimsy.,All vehicles are mimsy.,bike,vehicle,are,3,3
Bikes are vorpal.,All vehicles are vorpal.,bike,vehicle,are,3,4
Bikes are frabjous.,All vehicles are frabjous.,bike,vehicle,are,3,5
Bikes use a wug.,All vehicles use a wug.,bike,vehicle,use a,4,1
Bikes use a fep.,All vehicles use a fep.,bike,vehicle,use a,4,2
Bikes use a blicket.,All vehicles use a blicket.,bike,vehicle,use a,4,3
Bikes use a jabberwock.,All vehicles use a jabberwock.,bike,vehicle,use a,4,4
Bikes use a tove.,All vehicles use a tove.,bike,vehicle,use a,4,5
Bikes have wugs.,All vehicles have wugs.,bike,vehicle,have,5,1
Bikes have feps.,All vehicles have feps.,bike,vehicle,have,5,2
Bikes have blickets.,All vehicles have blickets.,bike,vehicle,have,5,3
Bikes have jabberwocks.,All vehicles have jabberwocks.,bike,vehicle,have,5,4
Bikes have toves.,All vehicles have toves.,bike,vehicle,have,5,5
Boats can dax.,All vehicles can dax.,boat,vehicle,can,1,1
Boats can wif.,All vehicles can wif.,boat,vehicle,can,1,2
Boats can blick.,All vehicles can blick.,boat,vehicle,can,1,3
Boats can gyre.,All vehicles can gyre.,boat,vehicle,can,1,4
Boats can gimble.,All vehicles can gimble.,boat,vehicle,can,1,5
Boats can be daxed.,All vehicles can be daxed.,boat,vehicle,can be,2,1
Boats can be wiffed.,All vehicles can be wiffed.,boat,vehicle,can be,2,2
Boats can be blicked.,All vehicles can be blicked.,boat,vehicle,can be,2,3
Boats can be gyred.,All vehicles can be gyred.,boat,vehicle,can be,2,4
Boats can be gimbled.,All vehicles can be gimbled.,boat,vehicle,can be,2,5
Boats are beamish.,All vehicles are beamish.,boat,vehicle,are,3,1
Boats are slithy.,All vehicles are slithy.,boat,vehicle,are,3,2
Boats are mimsy.,All vehicles are mimsy.,boat,vehicle,are,3,3
Boats are vorpal.,All vehicles are vorpal.,boat,vehicle,are,3,4
Boats are frabjous.,All vehicles are frabjous.,boat,vehicle,are,3,5
Boats use a wug.,All vehicles use a wug.,boat,vehicle,use a,4,1
Boats use a fep.,All vehicles use a fep.,boat,vehicle,use a,4,2
Boats use a blicket.,All vehicles use a blicket.,boat,vehicle,use a,4,3
Boats use a jabberwock.,All vehicles use a jabberwock.,boat,vehicle,use a,4,4
Boats use a tove.,All vehicles use a tove.,boat,vehicle,use a,4,5
Boats have wugs.,All vehicles have wugs.,boat,vehicle,have,5,1
Boats have feps.,All vehicles have feps.,boat,vehicle,have,5,2
Boats have blickets.,All vehicles have blickets.,boat,vehicle,have,5,3
Boats have jabberwocks.,All vehicles have jabberwocks.,boat,vehicle,have,5,4
Boats have toves.,All vehicles have toves.,boat,vehicle,have,5,5
Jets can dax.,All vehicles can dax.,jet,vehicle,can,1,1
Jets can wif.,All vehicles can wif.,jet,vehicle,can,1,2
Jets can blick.,All vehicles can blick.,jet,vehicle,can,1,3
Jets can gyre.,All vehicles can gyre.,jet,vehicle,can,1,4
Jets can gimble.,All vehicles can gimble.,jet,vehicle,can,1,5
Jets can be daxed.,All vehicles can be daxed.,jet,vehicle,can be,2,1
Jets can be wiffed.,All vehicles can be wiffed.,jet,vehicle,can be,2,2
Jets can be blicked.,All vehicles can be blicked.,jet,vehicle,can be,2,3
Jets can be gyred.,All vehicles can be gyred.,jet,vehicle,can be,2,4
Jets can be gimbled.,All vehicles can be gimbled.,jet,vehicle,can be,2,5
Jets are beamish.,All vehicles are beamish.,jet,vehicle,are,3,1
Jets are slithy.,All vehicles are slithy.,jet,vehicle,are,3,2
Jets are mimsy.,All vehicles are mimsy.,jet,vehicle,are,3,3
Jets are vorpal.,All vehicles are vorpal.,jet,vehicle,are,3,4
Jets are frabjous.,All vehicles are frabjous.,jet,vehicle,are,3,5
Jets use a wug.,All vehicles use a wug.,jet,vehicle,use a,4,1
Jets use a fep.,All vehicles use a fep.,jet,vehicle,use a,4,2
Jets use a blicket.,All vehicles use a blicket.,jet,vehicle,use a,4,3
Jets use a jabberwock.,All vehicles use a jabberwock.,jet,vehicle,use a,4,4
Jets use a tove.,All vehicles use a tove.,jet,vehicle,use a,4,5
Jets have wugs.,All vehicles have wugs.,jet,vehicle,have,5,1
Jets have feps.,All vehicles have feps.,jet,vehicle,have,5,2
Jets have blickets.,All vehicles have blickets.,jet,vehicle,have,5,3
Jets have jabberwocks.,All vehicles have jabberwocks.,jet,vehicle,have,5,4
Jets have toves.,All vehicles have toves.,jet,vehicle,have,5,5
Ships can dax.,All vehicles can dax.,ship,vehicle,can,1,1
Ships can wif.,All vehicles can wif.,ship,vehicle,can,1,2
Ships can blick.,All vehicles can blick.,ship,vehicle,can,1,3
Ships can gyre.,All vehicles can gyre.,ship,vehicle,can,1,4
Ships can gimble.,All vehicles can gimble.,ship,vehicle,can,1,5
Ships can be daxed.,All vehicles can be daxed.,ship,vehicle,can be,2,1
Ships can be wiffed.,All vehicles can be wiffed.,ship,vehicle,can be,2,2
Ships can be blicked.,All vehicles can be blicked.,ship,vehicle,can be,2,3
Ships can be gyred.,All vehicles can be gyred.,ship,vehicle,can be,2,4
Ships can be gimbled.,All vehicles can be gimbled.,ship,vehicle,can be,2,5
Ships are beamish.,All vehicles are beamish.,ship,vehicle,are,3,1
Ships are slithy.,All vehicles are slithy.,ship,vehicle,are,3,2
Ships are mimsy.,All vehicles are mimsy.,ship,vehicle,are,3,3
Ships are vorpal.,All vehicles are vorpal.,ship,vehicle,are,3,4
Ships are frabjous.,All vehicles are frabjous.,ship,vehicle,are,3,5
Ships use a wug.,All vehicles use a wug.,ship,vehicle,use a,4,1
Ships use a fep.,All vehicles use a fep.,ship,vehicle,use a,4,2
Ships use a blicket.,All vehicles use a blicket.,ship,vehicle,use a,4,3
Ships use a jabberwock.,All vehicles use a jabberwock.,ship,vehicle,use a,4,4
Ships use a tove.,All vehicles use a tove.,ship,vehicle,use a,4,5
Ships have wugs.,All vehicles have wugs.,ship,vehicle,have,5,1
Ships have feps.,All vehicles have feps.,ship,vehicle,have,5,2
Ships have blickets.,All vehicles have blickets.,ship,vehicle,have,5,3
Ships have jabberwocks.,All vehicles have jabberwocks.,ship,vehicle,have,5,4
Ships have toves.,All vehicles have toves.,ship,vehicle,have,5,5
Scooters can dax.,All vehicles can dax.,scooter,vehicle,can,1,1
Scooters can wif.,All vehicles can wif.,scooter,vehicle,can,1,2
Scooters can blick.,All vehicles can blick.,scooter,vehicle,can,1,3
Scooters can gyre.,All vehicles can gyre.,scooter,vehicle,can,1,4
Scooters can gimble.,All vehicles can gimble.,scooter,vehicle,can,1,5
Scooters can be daxed.,All vehicles can be daxed.,scooter,vehicle,can be,2,1
Scooters can be wiffed.,All vehicles can be wiffed.,scooter,vehicle,can be,2,2
Scooters can be blicked.,All vehicles can be blicked.,scooter,vehicle,can be,2,3
Scooters can be gyred.,All vehicles can be gyred.,scooter,vehicle,can be,2,4
Scooters can be gimbled.,All vehicles can be gimbled.,scooter,vehicle,can be,2,5
Scooters are beamish.,All vehicles are beamish.,scooter,vehicle,are,3,1
Scooters are slithy.,All vehicles are slithy.,scooter,vehicle,are,3,2
Scooters are mimsy.,All vehicles are mimsy.,scooter,vehicle,are,3,3
Scooters are vorpal.,All vehicles are vorpal.,scooter,vehicle,are,3,4
Scooters are frabjous.,All vehicles are frabjous.,scooter,vehicle,are,3,5
Scooters use a wug.,All vehicles use a wug.,scooter,vehicle,use a,4,1
