stimulus,item,category,feature
mango is a protection for seeds.,mango,fruit,15
guava is a protection for seeds.,guava,fruit,15
pomegranate is a protection for seeds.,pomegranate,fruit,15
cranberry is a protection for seeds.,cranberry,fruit,15
passion fruit is a protection for seeds.,passion fruit,fruit,15
prunes are a protection for seeds.,prunes,fruit,15
gooseberry is a protection for seeds.,gooseberry,fruit,15
date is a protection for seeds.,date,fruit,15
kumquat is a protection for seeds.,kumquat,fruit,15
raisin is a protection for seeds.,raisin,fruit,15
muskmelon is a protection for seeds.,muskmelon,fruit,15
persimmon is a protection for seeds.,persimmon,fruit,15
pawpaw is a protection for seeds.,pawpaw,fruit,15
coconut is a protection for seeds.,coconut,fruit,15
avocado is a protection for seeds.,avocado,fruit,15
pumpkin is a protection for seeds.,pumpkin,fruit,15
tomato is a protection for seeds.,tomato,fruit,15
nut is a protection for seeds.,nut,fruit,15
gourd is a protection for seeds.,gourd,fruit,15
olive is a protection for seeds.,olive,fruit,15
pickle is a protection for seeds.,pickle,fruit,15
squash is a protection for seeds.,squash,fruit,15
an automobile carries people or things.,automobile,vehicle,1
a station wagon carries people or things.,station wagon,vehicle,1
a truck carries people or things.,truck,vehicle,1
a car carries people or things.,car,vehicle,1
bus carry people or things.,bus,vehicle,1
a taxi carries people or things.,taxi,vehicle,1
a jeep carries people or things.,jeep,vehicle,1
an ambulance carries people or things.,ambulance,vehicle,1
a motorcycle carries people or things.,motorcycle,vehicle,1
a streetcar carries people or things.,streetcar,vehicle,1
a van carries people or things.,van,vehicle,1
a Honda carries people or things.,Honda,vehicle,1
a cable car carries people or things.,cable car,vehicle,1
a train carries people or things.,train,vehicle,1
a trolley carries people or things.,trolley,vehicle,1
a bicycle carries people or things.,bicycle,vehicle,1
a carriage carries people or things.,carriage,vehicle,1
an airplane carries people or things.,airplane,vehicle,1
a bike carries people or things.,bike,vehicle,1
a boat carries people or things.,boat,vehicle,1
a jet carries people or things.,jet,vehicle,1
a ship carries people or things.,ship,vehicle,1
a scooter carries people or things.,scooter,vehicle,1
a tractor carries people or things.,tractor,vehicle,1
a wagon carries people or things.,wagon,vehicle,1
a subway carries people or things.,subway,vehicle,1
a trailer carries people or things.,trailer,vehicle,1
a cart carries people or things.,cart,vehicle,1
a wheelchair carries people or things.,wheelchair,vehicle,1
a yacht carries people or things.,yacht,vehicle,1
a tank carries people or things.,tank,vehicle,1
a go-cart carries people or things.,go-cart,vehicle,1
a rowboat carries people or things.,rowboat,vehicle,1
a dogsled carries people or things.,dogsled,vehicle,1
a tricycle carries people or things.,tricycle,vehicle,1
a canoe carries people or things.,canoe,vehicle,1
a raft carries people or things.,raft,vehicle,1
a submarine carries people or things.,submarine,vehicle,1
a sled carries people or things.,sled,vehicle,1
a horse carries people or things.,horse,vehicle,1
a rocket carries people or things.,rocket,vehicle,1
a blimp carries people or things.,blimp,vehicle,1
skates carry people or things.,skates,vehicle,1
a camel carries people or things.,camel,vehicle,1
feet carry people or things.,feet,vehicle,1
skis carry people or things.,skis,vehicle,1
a skateboard carries people or things.,skateboard,vehicle,1
a wheelbarrow carries people or things.,wheelbarrow,vehicle,1
a surfboard carries people or things.,surfboard,vehicle,1
an elevator carries people or things.,elevator,vehicle,1
an automobile can move.,automobile,vehicle,2
a station wagon can move.,station wagon,vehicle,2
a truck can move.,truck,vehicle,2
a car can move.,car,vehicle,2
bus can move.,bus,vehicle,2
a taxi can move.,taxi,vehicle,2
a jeep can move.,jeep,vehicle,2
an ambulance can move.,ambulance,vehicle,2
a motorcycle can move.,motorcycle,vehicle,2
a streetcar can move.,streetcar,vehicle,2
a van can move.,van,vehicle,2
a Honda can move.,Honda,vehicle,2
a cable car can move.,cable car,vehicle,2
a train can move.,train,vehicle,2
a trolley can move.,trolley,vehicle,2
a bicycle can move.,bicycle,vehicle,2
a carriage can move.,carriage,vehicle,2
an airplane can move.,airplane,vehicle,2
a bike can move.,bike,vehicle,2
a boat can move.,boat,vehicle,2
a jet can move.,jet,vehicle,2
a ship can move.,ship,vehicle,2
a scooter can move.,scooter,vehicle,2
a tractor can move.,tractor,vehicle,2
a wagon can move.,wagon,vehicle,2
a subway can move.,subway,vehicle,2
a trailer can move.,trailer,vehicle,2
a cart can move.,cart,vehicle,2
a wheelchair can move.,wheelchair,vehicle,2
a yacht can move.,yacht,vehicle,2
a tank can move.,tank,vehicle,2
a go-cart can move.,go-cart,vehicle,2
a rowboat can move.,rowboat,vehicle,2
a dogsled can move.,dogsled,vehicle,2
a tricycle can move.,tricycle,vehicle,2
a canoe can move.,canoe,vehicle,2
a raft can move.,raft,vehicle,2
a submarine can move.,submarine,vehicle,2
a sled can move.,sled,vehicle,2
a horse can move.,horse,vehicle,2
a rocket can move.,rocket,vehicle,2
a blimp can move.,blimp,vehicle,2
skates can move.,skates,vehicle,2
a camel can move.,camel,vehicle,2
feet can move.,feet,vehicle,2
skis can move.,skis,vehicle,2
a skateboard can move.,skateboard,vehicle,2
a wheelbarrow can move.,wheelbarrow,vehicle,2
a surfboard can move.,surfboard,vehicle,2
an elevator can move.,elevator,vehicle,2
an automobile moves along.,automobile,vehicle,3
a station wagon moves along.,station wagon,vehicle,3
a truck moves along.,truck,vehicle,3
a car moves along.,car,vehicle,3
bus move along.,bus,vehicle,3
a taxi moves along.,taxi,vehicle,3
a jeep moves along.,jeep,vehicle,3
an ambulance moves along.,ambulance,vehicle,3
a motorcycle moves along.,motorcycle,vehicle,3
a streetcar moves along.,streetcar,vehicle,3
a van moves along.,van,vehicle,3
a Honda moves along.,Honda,vehicle,3
a cable car moves along.,cable car,vehicle,3
a train moves along.,train,vehicle,3
a trolley moves along.,trolley,vehicle,3
a bicycle moves along.,bicycle,vehicle,3
a carriage moves along.,carriage,vehicle,3
an airplane moves along.,airplane,vehicle,3
a bike moves along.,bike,vehicle,3
a boat moves along.,boat,vehicle,3
a jet moves along.,jet,vehicle,3
a ship moves along.,ship,vehicle,3
a scooter moves along.,scooter,vehicle,3
a tractor moves along.,tractor,vehicle,3
a wagon moves along.,wagon,vehicle,3
a subway moves along.,subway,vehicle,3
a trailer moves along.,trailer,vehicle,3
a cart moves along.,cart,vehicle,3
a wheelchair moves along.,wheelchair,vehicle,3
a yacht moves along.,yacht,vehicle,3
a tank moves along.,tank,vehicle,3
a go-cart moves along.,go-cart,vehicle,3
a rowboat moves along.,rowboat,vehicle,3
a dogsled moves along.,dogsled,vehicle,3
a tricycle moves along.,tricycle,vehicle,3
a canoe moves along.,canoe,vehicle,3
a raft moves along.,raft,vehicle,3
a submarine moves along.,submarine,vehicle,3
a sled moves along.,sled,vehicle,3
a horse moves along.,horse,vehicle,3
a rocket moves along.,rocket,vehicle,3
a blimp moves along.,blimp,vehicle,3
skates move along.,skates,vehicle,3
a camel moves along.,camel,vehicle,3
feet move along.,feet,vehicle,3
skis move along.,skis,vehicle,3
a skateboard moves along.,skateboard,vehicle,3
a wheelbarrow moves along.,wheelbarrow,vehicle,3
a surfboard moves along.,surfboard,vehicle,3
an elevator moves along.,elevator,vehicle,3
an automobile has wheels.,automobile,vehicle,4
a station wagon has wheels.,station wagon,vehicle,4
a truck has wheels.,truck,vehicle,4
a car has wheels.,car,vehicle,4
bus have wheels.,bus,vehicle,4
a taxi has wheels.,taxi,vehicle,4
a jeep has wheels.,jeep,vehicle,4
an ambulance has wheels.,ambulance,vehicle,4
a motorcycle has wheels.,motorcycle,vehicle,4
a streetcar has wheels.,streetcar,vehicle,4
a van has wheels.,van,vehicle,4
a Honda has wheels.,Honda,vehicle,4
a cable car has wheels.,cable car,vehicle,4
a train has wheels.,train,vehicle,4
a trolley has wheels.,trolley,vehicle,4
a bicycle has wheels.,bicycle,vehicle,4
a carriage has wheels.,carriage,vehicle,4
an airplane has wheels.,airplane,vehicle,4
a bike has wheels.,bike,vehicle,4
a boat has wheels.,boat,vehicle,4
a jet has wheels.,jet,vehicle,4
a ship has wheels.,ship,vehicle,4
a scooter has wheels.,scooter,vehicle,4
a tractor has wheels.,tractor,vehicle,4
a wagon has wheels.,wagon,vehicle,4
a subway has wheels.,subway,vehicle,4
a trailer has wheels.,trailer,vehicle,4
a cart has wheels.,cart,vehicle,4
a wheelchair has wheels.,wheelchair,vehicle,4
a yacht has wheels.,yacht,vehicle,4
a tank has wheels.,tank,vehicle,4
a go-cart has wheels.,go-cart,vehicle,4
a rowboat has wheels.,rowboat,vehicle,4
a dogsled has wheels.,dogsled,vehicle,4
a tricycle has wheels.,tricycle,vehicle,4
a canoe has wheels.,canoe,vehicle,4
a raft has wheels.,raft,vehicle,4
a submarine has wheels.,submarine,vehicle,4
a sled has wheels.,sled,vehicle,4
a horse has wheels.,horse,vehicle,4
a rocket has wheels.,rocket,vehicle,4
a blimp has wheels.,blimp,vehicle,4
skates have wheels.,skates,vehicle,4
a camel has wheels.,camel,vehicle,4
feet have wheels.,feet,vehicle,4
skis have wheels.,skis,vehicle,4
a skateboard has wheels.,skateboard,vehicle,4
a wheelbarrow has wheels.,wheelbarrow,vehicle,4
a surfboard has wheels.,surfboard,vehicle,4
an elevator has wheels.,elevator,vehicle,4
an automobile carries people.,automobile,vehicle,5
a station wagon carries people.,station wagon,vehicle,5
a truck carries people.,truck,vehicle,5
a car carries people.,car,vehicle,5
bus carry people.,bus,vehicle,5
a taxi carries people.,taxi,vehicle,5
a jeep carries people.,jeep,vehicle,5
an ambulance carries people.,ambulance,vehicle,5
a motorcycle carries people.,motorcycle,vehicle,5
a streetcar carries people.,streetcar,vehicle,5
a van carries people.,van,vehicle,5
a Honda carries people.,Honda,vehicle,5
a cable car carries people.,cable car,vehicle,5
a train carries people.,train,vehicle,5
a trolley carries people.,trolley,vehicle,5
a bicycle carries people.,bicycle,vehicle,5
a carriage carries people.,carriage,vehicle,5
an airplane carries people.,airplane,vehicle,5
a bike carries people.,bike,vehicle,5
a boat carries people.,boat,vehicle,5
a jet carries people.,jet,vehicle,5
a ship carries people.,ship,vehicle,5
a scooter carries people.,scooter,vehicle,5
a tractor carries people.,tractor,vehicle,5
a wagon carries people.,wagon,vehicle,5
a subway carries people.,subway,vehicle,5
a trailer carries people.,trailer,vehicle,5
a cart carries people.,cart,vehicle,5
a wheelchair carries people.,wheelchair,vehicle,5
a yacht carries people.,yacht,vehicle,5
a tank carries people.,tank,vehicle,5
a go-cart carries people.,go-cart,vehicle,5
a rowboat carries people.,rowboat,vehicle,5
a dogsled carries people.,dogsled,vehicle,5
a tricycle carries people.,tricycle,vehicle,5
a canoe carries people.,canoe,vehicle,5
a raft carries people.,raft,vehicle,5
a submarine carries people.,submarine,vehicle,5
a sled carries people.,sled,vehicle,5
a horse carries people.,horse,vehicle,5
a rocket carries people.,rocket,vehicle,5
a blimp carries people.,blimp,vehicle,5
skates carry people.,skates,vehicle,5
a camel carries people.,camel,vehicle,5
feet carry people.,feet,vehicle,5
skis carry people.,skis,vehicle,5
a skateboard carries people.,skateboard,vehicle,5
a wheelbarrow carries people.,wheelbarrow,vehicle,5
a surfboard carries people.,surfboard,vehicle,5
an elevator carries people.,elevator,vehicle,5
an automobile is powered.,automobile,vehicle,6
a station wagon is powered.,station wagon,vehicle,6
a truck is powered.,truck,vehicle,6
a car is powered.,car,vehicle,6
bus are powered.,bus,vehicle,6
a taxi is powered.,taxi,vehicle,6
a jeep is powered.,jeep,vehicle,6
an ambulance is powered.,ambulance,vehicle,6
a motorcycle is powered.,motorcycle,vehicle,6
a streetcar is powered.,streetcar,vehicle,6
a van is powered.,van,vehicle,6
a Honda is powered.,Honda,vehicle,6
a cable car is powered.,cable car,vehicle,6
a train is powered.,train,vehicle,6
a trolley is powered.,trolley,vehicle,6
a bicycle is powered.,bicycle,vehicle,6
a carriage is powered.,carriage,vehicle,6
an airplane is powered.,airplane,vehicle,6
a bike is powered.,bike,vehicle,6
a boat is powered.,boat,vehicle,6
a jet is powered.,jet,vehicle,6
a ship is powered.,ship,vehicle,6
a scooter is powered.,scooter,vehicle,6
a tractor is powered.,tractor,vehicle,6
a wagon is powered.,wagon,vehicle,6
a subway is powered.,subway,vehicle,6
a trailer is powered.,trailer,vehicle,6
a cart is powered.,cart,vehicle,6
a wheelchair is powered.,wheelchair,vehicle,6
a yacht is powered.,yacht,vehicle,6
a tank is powered.,tank,vehicle,6
a go-cart is powered.,go-cart,vehicle,6
a rowboat is powered.,rowboat,vehicle,6
a dogsled is powered.,dogsled,vehicle,6
a tricycle is powered.,tricycle,vehicle,6
a canoe is powered.,canoe,vehicle,6
a raft is powered.,raft,vehicle,6
a submarine is powered.,submarine,vehicle,6
a sled is powered.,sled,vehicle,6
a horse is powered.,horse,vehicle,6
a rocket is powered.,rocket,vehicle,6
a blimp is powered.,blimp,vehicle,6
skates are powered.,skates,vehicle,6
a camel is powered.,camel,vehicle,6
feet are powered.,feet,vehicle,6
skis are powered.,skis,vehicle,6
a skateboard is powered.,skateboard,vehicle,6
a wheelbarrow is powered.,wheelbarrow,vehicle,6
a surfboard is powered.,surfboard,vehicle,6
an elevator is powered.,elevator,vehicle,6
an automobile has an engine.,automobile,vehicle,7
a station wagon has an engine.,station wagon,vehicle,7
a truck has an engine.,truck,vehicle,7
a car has an engine.,car,vehicle,7
bus have an engine.,bus,vehicle,7
a taxi has an engine.,taxi,vehicle,7
a jeep has an engine.,jeep,vehicle,7
an ambulance has an engine.,ambulance,vehicle,7
a motorcycle has an engine.,motorcycle,vehicle,7
a streetcar has an engine.,streetcar,vehicle,7
a van has an engine.,van,vehicle,7
a Honda has an engine.,Honda,vehicle,7
a cable car has an engine.,cable car,vehicle,7
a train has an engine.,train,vehicle,7
a trolley has an engine.,trolley,vehicle,7
a bicycle has an engine.,bicycle,vehicle,7
a carriage has an engine.,carriage,vehicle,7
an airplane has an engine.,airplane,vehicle,7
a bike has an engine.,bike,vehicle,7
a boat has an engine.,boat,vehicle,7
a jet has an engine.,jet,vehicle,7
a ship has an engine.,ship,vehicle,7
a scooter has an engine.,scooter,vehicle,7
a tractor has an engine.,tractor,vehicle,7
a wagon has an engine.,wagon,vehicle,7
a subway has an engine.,subway,vehicle,7
a trailer has an engine.,trailer,vehicle,7
a cart has an engine.,cart,vehicle,7
a wheelchair has an engine.,wheelchair,vehicle,7
a yacht has an engine.,yacht,vehicle,7
a tank has an engine.,tank,vehicle,7
a go-cart has an engine.,go-cart,vehicle,7
a rowboat has an engine.,rowboat,vehicle,7
a dogsled has an engine.,dogsled,vehicle,7
a tricycle has an engine.,tricycle,vehicle,7
a canoe has an engine.,canoe,vehicle,7
a raft has an engine.,raft,vehicle,7
a submarine has an engine.,submarine,vehicle,7
a sled has an engine.,sled,vehicle,7
a horse has an engine.,horse,vehicle,7
a rocket has an engine.,rocket,vehicle,7
a blimp has an engine.,blimp,vehicle,7
skates have an engine.,skates,vehicle,7
a camel has an engine.,camel,vehicle,7
feet have an engine.,feet,vehicle,7
skis have an engine.,skis,vehicle,7
a skateboard has an engine.,skateboard,vehicle,7
a wheelbarrow has an engine.,wheelbarrow,vehicle,7
a surfboard has an engine.,surfboard,vehicle,7
an elevator has an engine.,elevator,vehicle,7
an automobile uses fuel.,automobile,vehicle,8
a station wagon uses fuel.,station wagon,vehicle,8
a truck uses fuel.,truck,vehicle,8
a car uses fuel.,car,vehicle,8
bus use fuel.,bus,vehicle,8
