premise,conclusion,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,params,model
Pickles have wugs.,All fruits have wugs.,pickle,fruit,have,Pickles,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Pickles have feps.,All fruits have feps.,pickle,fruit,have,Pickles,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Pickles have blickets.,All fruits have blickets.,pickle,fruit,have,Pickles,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Pickles have jabberwocks.,All fruits have jabberwocks.,pickle,fruit,have,Pickles,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Pickles have toves.,All fruits have toves.,pickle,fruit,have,Pickles,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Squashes can be daxed.,All fruits can be daxed.,squash,fruit,can be,Squashes,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Squashes can be wiffed.,All fruits can be wiffed.,squash,fruit,can be,Squashes,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Squashes can be blicked.,All fruits can be blicked.,squash,fruit,can be,Squashes,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Squashes can be gyred.,All fruits can be gyred.,squash,fruit,can be,Squashes,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Squashes can be gimbled.,All fruits can be gimbled.,squash,fruit,can be,Squashes,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Squashes are beamish.,All fruits are beamish.,squash,fruit,are,Squashes,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Squashes are slithy.,All fruits are slithy.,squash,fruit,are,Squashes,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Squashes are mimsy.,All fruits are mimsy.,squash,fruit,are,Squashes,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Squashes are vorpal.,All fruits are vorpal.,squash,fruit,are,Squashes,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Squashes are frabjous.,All fruits are frabjous.,squash,fruit,are,Squashes,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Squashes have wugs.,All fruits have wugs.,squash,fruit,have,Squashes,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Squashes have feps.,All fruits have feps.,squash,fruit,have,Squashes,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Squashes have blickets.,All fruits have blickets.,squash,fruit,have,Squashes,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Squashes have jabberwocks.,All fruits have jabberwocks.,squash,fruit,have,Squashes,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Squashes have toves.,All fruits have toves.,squash,fruit,have,Squashes,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Pants can be daxed.,All clothes can be daxed.,pant,clothing,can be,Pants,clothes,1,1,-20.69638316333294,-20.375980377197266,0,5gram
Pants can be wiffed.,All clothes can be wiffed.,pant,clothing,can be,Pants,clothes,1,2,-20.69638316333294,-20.375980377197266,0,5gram
Pants can be blicked.,All clothes can be blicked.,pant,clothing,can be,Pants,clothes,1,3,-20.69638316333294,-20.375980377197266,0,5gram
Pants can be gyred.,All clothes can be gyred.,pant,clothing,can be,Pants,clothes,1,4,-20.69638316333294,-20.375980377197266,0,5gram
Pants can be gimbled.,All clothes can be gimbled.,pant,clothing,can be,Pants,clothes,1,5,-20.69638316333294,-20.375980377197266,0,5gram
Pants are beamish.,All clothes are beamish.,pant,clothing,are,Pants,clothes,2,1,-17.747161030769348,-17.426759719848633,0,5gram
Pants are slithy.,All clothes are slithy.,pant,clothing,are,Pants,clothes,2,2,-18.927345275878906,-18.606943130493164,0,5gram
Pants are mimsy.,All clothes are mimsy.,pant,clothing,are,Pants,clothes,2,3,-18.927345275878906,-18.606943130493164,0,5gram
Pants are vorpal.,All clothes are vorpal.,pant,clothing,are,Pants,clothes,2,4,-18.927345275878906,-18.606943130493164,0,5gram
Pants are frabjous.,All clothes are frabjous.,pant,clothing,are,Pants,clothes,2,5,-18.927345275878906,-18.606943130493164,0,5gram
Pants have wugs.,All clothes have wugs.,pant,clothing,have,Pants,clothes,3,1,-19.29024350643158,-18.41263771057129,0,5gram
Pants have feps.,All clothes have feps.,pant,clothing,have,Pants,clothes,3,2,-19.29024350643158,-18.41263771057129,0,5gram
Pants have blickets.,All clothes have blickets.,pant,clothing,have,Pants,clothes,3,3,-19.29024350643158,-18.41263771057129,0,5gram
Pants have jabberwocks.,All clothes have jabberwocks.,pant,clothing,have,Pants,clothes,3,4,-19.29024350643158,-18.41263771057129,0,5gram
Pants have toves.,All clothes have toves.,pant,clothing,have,Pants,clothes,3,5,-19.29024350643158,-18.41263771057129,0,5gram
Shirts can be daxed.,All clothes can be daxed.,shirt,clothing,can be,Shirts,clothes,1,1,-20.69638316333294,-20.375980377197266,0,5gram
Shirts can be wiffed.,All clothes can be wiffed.,shirt,clothing,can be,Shirts,clothes,1,2,-20.69638316333294,-20.375980377197266,0,5gram
Shirts can be blicked.,All clothes can be blicked.,shirt,clothing,can be,Shirts,clothes,1,3,-20.69638316333294,-20.375980377197266,0,5gram
Shirts can be gyred.,All clothes can be gyred.,shirt,clothing,can be,Shirts,clothes,1,4,-20.69638316333294,-20.375980377197266,0,5gram
Shirts can be gimbled.,All clothes can be gimbled.,shirt,clothing,can be,Shirts,clothes,1,5,-20.69638316333294,-20.375980377197266,0,5gram
Shirts are beamish.,All clothes are beamish.,shirt,clothing,are,Shirts,clothes,2,1,-17.747161030769348,-17.426759719848633,0,5gram
Shirts are slithy.,All clothes are slithy.,shirt,clothing,are,Shirts,clothes,2,2,-18.927345275878906,-18.606943130493164,0,5gram
Shirts are mimsy.,All clothes are mimsy.,shirt,clothing,are,Shirts,clothes,2,3,-18.927345275878906,-18.606943130493164,0,5gram
Shirts are vorpal.,All clothes are vorpal.,shirt,clothing,are,Shirts,clothes,2,4,-18.927345275878906,-18.606943130493164,0,5gram
Shirts are frabjous.,All clothes are frabjous.,shirt,clothing,are,Shirts,clothes,2,5,-18.927345275878906,-18.606943130493164,0,5gram
Shirts have wugs.,All clothes have wugs.,shirt,clothing,have,Shirts,clothes,3,1,-19.29024350643158,-18.41263771057129,0,5gram
Shirts have feps.,All clothes have feps.,shirt,clothing,have,Shirts,clothes,3,2,-19.29024350643158,-18.41263771057129,0,5gram
Shirts have blickets.,All clothes have blickets.,shirt,clothing,have,Shirts,clothes,3,3,-19.29024350643158,-18.41263771057129,0,5gram
Shirts have jabberwocks.,All clothes have jabberwocks.,shirt,clothing,have,Shirts,clothes,3,4,-19.29024350643158,-18.41263771057129,0,5gram
Shirts have toves.,All clothes have toves.,shirt,clothing,have,Shirts,clothes,3,5,-19.29024350643158,-18.41263771057129,0,5gram
Dresses can be daxed.,All clothes can be daxed.,dress,clothing,can be,Dresses,clothes,1,1,-20.69638316333294,-20.375980377197266,0,5gram
Dresses can be wiffed.,All clothes can be wiffed.,dress,clothing,can be,Dresses,clothes,1,2,-20.69638316333294,-20.375980377197266,0,5gram
Dresses can be blicked.,All clothes can be blicked.,dress,clothing,can be,Dresses,clothes,1,3,-20.69638316333294,-20.375980377197266,0,5gram
Dresses can be gyred.,All clothes can be gyred.,dress,clothing,can be,Dresses,clothes,1,4,-20.69638316333294,-20.375980377197266,0,5gram
Dresses can be gimbled.,All clothes can be gimbled.,dress,clothing,can be,Dresses,clothes,1,5,-20.69638316333294,-20.375980377197266,0,5gram
Dresses are beamish.,All clothes are beamish.,dress,clothing,are,Dresses,clothes,2,1,-17.747161030769348,-17.426759719848633,0,5gram
Dresses are slithy.,All clothes are slithy.,dress,clothing,are,Dresses,clothes,2,2,-18.927345275878906,-18.606943130493164,0,5gram
Dresses are mimsy.,All clothes are mimsy.,dress,clothing,are,Dresses,clothes,2,3,-18.927345275878906,-18.606943130493164,0,5gram
Dresses are vorpal.,All clothes are vorpal.,dress,clothing,are,Dresses,clothes,2,4,-18.927345275878906,-18.606943130493164,0,5gram
Dresses are frabjous.,All clothes are frabjous.,dress,clothing,are,Dresses,clothes,2,5,-18.927345275878906,-18.606943130493164,0,5gram
Dresses have wugs.,All clothes have wugs.,dress,clothing,have,Dresses,clothes,3,1,-19.29024350643158,-18.41263771057129,0,5gram
Dresses have feps.,All clothes have feps.,dress,clothing,have,Dresses,clothes,3,2,-19.29024350643158,-18.41263771057129,0,5gram
Dresses have blickets.,All clothes have blickets.,dress,clothing,have,Dresses,clothes,3,3,-19.29024350643158,-18.41263771057129,0,5gram
Dresses have jabberwocks.,All clothes have jabberwocks.,dress,clothing,have,Dresses,clothes,3,4,-19.29024350643158,-18.41263771057129,0,5gram
Dresses have toves.,All clothes have toves.,dress,clothing,have,Dresses,clothes,3,5,-19.29024350643158,-18.41263771057129,0,5gram
Skirts can be daxed.,All clothes can be daxed.,skirt,clothing,can be,Skirts,clothes,1,1,-20.69638316333294,-20.375980377197266,0,5gram
Skirts can be wiffed.,All clothes can be wiffed.,skirt,clothing,can be,Skirts,clothes,1,2,-20.69638316333294,-20.375980377197266,0,5gram
Skirts can be blicked.,All clothes can be blicked.,skirt,clothing,can be,Skirts,clothes,1,3,-20.69638316333294,-20.375980377197266,0,5gram
Skirts can be gyred.,All clothes can be gyred.,skirt,clothing,can be,Skirts,clothes,1,4,-20.69638316333294,-20.375980377197266,0,5gram
Skirts can be gimbled.,All clothes can be gimbled.,skirt,clothing,can be,Skirts,clothes,1,5,-20.69638316333294,-20.375980377197266,0,5gram
Skirts are beamish.,All clothes are beamish.,skirt,clothing,are,Skirts,clothes,2,1,-17.747161030769348,-17.426759719848633,0,5gram
Skirts are slithy.,All clothes are slithy.,skirt,clothing,are,Skirts,clothes,2,2,-18.927345275878906,-18.606943130493164,0,5gram
Skirts are mimsy.,All clothes are mimsy.,skirt,clothing,are,Skirts,clothes,2,3,-18.927345275878906,-18.606943130493164,0,5gram
Skirts are vorpal.,All clothes are vorpal.,skirt,clothing,are,Skirts,clothes,2,4,-18.927345275878906,-18.606943130493164,0,5gram
Skirts are frabjous.,All clothes are frabjous.,skirt,clothing,are,Skirts,clothes,2,5,-18.927345275878906,-18.606943130493164,0,5gram
Skirts have wugs.,All clothes have wugs.,skirt,clothing,have,Skirts,clothes,3,1,-19.29024350643158,-18.41263771057129,0,5gram
Skirts have feps.,All clothes have feps.,skirt,clothing,have,Skirts,clothes,3,2,-19.29024350643158,-18.41263771057129,0,5gram
Skirts have blickets.,All clothes have blickets.,skirt,clothing,have,Skirts,clothes,3,3,-19.29024350643158,-18.41263771057129,0,5gram
Skirts have jabberwocks.,All clothes have jabberwocks.,skirt,clothing,have,Skirts,clothes,3,4,-19.29024350643158,-18.41263771057129,0,5gram
Skirts have toves.,All clothes have toves.,skirt,clothing,have,Skirts,clothes,3,5,-19.29024350643158,-18.41263771057129,0,5gram
Blouses can be daxed.,All clothes can be daxed.,blouse,clothing,can be,Blouses,clothes,1,1,-20.69638316333294,-20.375980377197266,0,5gram
Blouses can be wiffed.,All clothes can be wiffed.,blouse,clothing,can be,Blouses,clothes,1,2,-20.69638316333294,-20.375980377197266,0,5gram
Blouses can be blicked.,All clothes can be blicked.,blouse,clothing,can be,Blouses,clothes,1,3,-20.69638316333294,-20.375980377197266,0,5gram
Blouses can be gyred.,All clothes can be gyred.,blouse,clothing,can be,Blouses,clothes,1,4,-20.69638316333294,-20.375980377197266,0,5gram
Blouses can be gimbled.,All clothes can be gimbled.,blouse,clothing,can be,Blouses,clothes,1,5,-20.69638316333294,-20.375980377197266,0,5gram
Blouses are beamish.,All clothes are beamish.,blouse,clothing,are,Blouses,clothes,2,1,-17.747161030769348,-17.426759719848633,0,5gram
Blouses are slithy.,All clothes are slithy.,blouse,clothing,are,Blouses,clothes,2,2,-18.927345275878906,-18.606943130493164,0,5gram
Blouses are mimsy.,All clothes are mimsy.,blouse,clothing,are,Blouses,clothes,2,3,-18.927345275878906,-18.606943130493164,0,5gram
Blouses are vorpal.,All clothes are vorpal.,blouse,clothing,are,Blouses,clothes,2,4,-18.927345275878906,-18.606943130493164,0,5gram
Blouses are frabjous.,All clothes are frabjous.,blouse,clothing,are,Blouses,clothes,2,5,-18.927345275878906,-18.606943130493164,0,5gram
Blouses have wugs.,All clothes have wugs.,blouse,clothing,have,Blouses,clothes,3,1,-19.29024350643158,-18.41263771057129,0,5gram
Blouses have feps.,All clothes have feps.,blouse,clothing,have,Blouses,clothes,3,2,-19.29024350643158,-18.41263771057129,0,5gram
Blouses have blickets.,All clothes have blickets.,blouse,clothing,have,Blouses,clothes,3,3,-19.29024350643158,-18.41263771057129,0,5gram
Blouses have jabberwocks.,All clothes have jabberwocks.,blouse,clothing,have,Blouses,clothes,3,4,-19.29024350643158,-18.41263771057129,0,5gram
Blouses have toves.,All clothes have toves.,blouse,clothing,have,Blouses,clothes,3,5,-19.29024350643158,-18.41263771057129,0,5gram
Suits can be daxed.,All clothes can be daxed.,suit,clothing,can be,Suits,clothes,1,1,-20.69638316333294,-20.375980377197266,0,5gram
Suits can be wiffed.,All clothes can be wiffed.,suit,clothing,can be,Suits,clothes,1,2,-20.69638316333294,-20.375980377197266,0,5gram
Suits can be blicked.,All clothes can be blicked.,suit,clothing,can be,Suits,clothes,1,3,-20.69638316333294,-20.375980377197266,0,5gram
Suits can be gyred.,All clothes can be gyred.,suit,clothing,can be,Suits,clothes,1,4,-20.69638316333294,-20.375980377197266,0,5gram
Suits can be gimbled.,All clothes can be gimbled.,suit,clothing,can be,Suits,clothes,1,5,-20.69638316333294,-20.375980377197266,0,5gram
Suits are beamish.,All clothes are beamish.,suit,clothing,are,Suits,clothes,2,1,-17.747161030769348,-17.426759719848633,0,5gram
Suits are slithy.,All clothes are slithy.,suit,clothing,are,Suits,clothes,2,2,-18.927345275878906,-18.606943130493164,0,5gram
Suits are mimsy.,All clothes are mimsy.,suit,clothing,are,Suits,clothes,2,3,-18.927345275878906,-18.606943130493164,0,5gram
Suits are vorpal.,All clothes are vorpal.,suit,clothing,are,Suits,clothes,2,4,-18.927345275878906,-18.606943130493164,0,5gram
Suits are frabjous.,All clothes are frabjous.,suit,clothing,are,Suits,clothes,2,5,-18.927345275878906,-18.606943130493164,0,5gram
Suits have wugs.,All clothes have wugs.,suit,clothing,have,Suits,clothes,3,1,-19.29024350643158,-18.41263771057129,0,5gram
Suits have feps.,All clothes have feps.,suit,clothing,have,Suits,clothes,3,2,-19.29024350643158,-18.41263771057129,0,5gram
Suits have blickets.,All clothes have blickets.,suit,clothing,have,Suits,clothes,3,3,-19.29024350643158,-18.41263771057129,0,5gram
Suits have jabberwocks.,All clothes have jabberwocks.,suit,clothing,have,Suits,clothes,3,4,-19.29024350643158,-18.41263771057129,0,5gram
Suits have toves.,All clothes have toves.,suit,clothing,have,Suits,clothes,3,5,-19.29024350643158,-18.41263771057129,0,5gram
Slacks can be daxed.,All clothes can be daxed.,slack,clothing,can be,Slacks,clothes,1,1,-20.69638316333294,-20.375980377197266,0,5gram
Slacks can be wiffed.,All clothes can be wiffed.,slack,clothing,can be,Slacks,clothes,1,2,-20.69638316333294,-20.375980377197266,0,5gram
Slacks can be blicked.,All clothes can be blicked.,slack,clothing,can be,Slacks,clothes,1,3,-20.69638316333294,-20.375980377197266,0,5gram
Slacks can be gyred.,All clothes can be gyred.,slack,clothing,can be,Slacks,clothes,1,4,-20.69638316333294,-20.375980377197266,0,5gram
Slacks can be gimbled.,All clothes can be gimbled.,slack,clothing,can be,Slacks,clothes,1,5,-20.69638316333294,-20.375980377197266,0,5gram
Slacks are beamish.,All clothes are beamish.,slack,clothing,are,Slacks,clothes,2,1,-17.747161030769348,-17.426759719848633,0,5gram
Slacks are slithy.,All clothes are slithy.,slack,clothing,are,Slacks,clothes,2,2,-18.927345275878906,-18.606943130493164,0,5gram
Slacks are mimsy.,All clothes are mimsy.,slack,clothing,are,Slacks,clothes,2,3,-18.927345275878906,-18.606943130493164,0,5gram
Slacks are vorpal.,All clothes are vorpal.,slack,clothing,are,Slacks,clothes,2,4,-18.927345275878906,-18.606943130493164,0,5gram
Slacks are frabjous.,All clothes are frabjous.,slack,clothing,are,Slacks,clothes,2,5,-18.927345275878906,-18.606943130493164,0,5gram
Slacks have wugs.,All clothes have wugs.,slack,clothing,have,Slacks,clothes,3,1,-19.29024350643158,-18.41263771057129,0,5gram
Slacks have feps.,All clothes have feps.,slack,clothing,have,Slacks,clothes,3,2,-19.29024350643158,-18.41263771057129,0,5gram
Slacks have blickets.,All clothes have blickets.,slack,clothing,have,Slacks,clothes,3,3,-19.29024350643158,-18.41263771057129,0,5gram
Slacks have jabberwocks.,All clothes have jabberwocks.,slack,clothing,have,Slacks,clothes,3,4,-19.29024350643158,-18.41263771057129,0,5gram
Slacks have toves.,All clothes have toves.,slack,clothing,have,Slacks,clothes,3,5,-19.29024350643158,-18.41263771057129,0,5gram
Jackets can be daxed.,All clothes can be daxed.,jacket,clothing,can be,Jackets,clothes,1,1,-20.69638316333294,-20.375980377197266,0,5gram
Jackets can be wiffed.,All clothes can be wiffed.,jacket,clothing,can be,Jackets,clothes,1,2,-20.69638316333294,-20.375980377197266,0,5gram
Jackets can be blicked.,All clothes can be blicked.,jacket,clothing,can be,Jackets,clothes,1,3,-20.69638316333294,-20.375980377197266,0,5gram
Jackets can be gyred.,All clothes can be gyred.,jacket,clothing,can be,Jackets,clothes,1,4,-20.69638316333294,-20.375980377197266,0,5gram
Jackets can be gimbled.,All clothes can be gimbled.,jacket,clothing,can be,Jackets,clothes,1,5,-20.69638316333294,-20.375980377197266,0,5gram
Jackets are beamish.,All clothes are beamish.,jacket,clothing,are,Jackets,clothes,2,1,-17.747161030769348,-17.426759719848633,0,5gram
Jackets are slithy.,All clothes are slithy.,jacket,clothing,are,Jackets,clothes,2,2,-18.927345275878906,-18.606943130493164,0,5gram
Jackets are mimsy.,All clothes are mimsy.,jacket,clothing,are,Jackets,clothes,2,3,-18.927345275878906,-18.606943130493164,0,5gram
Jackets are vorpal.,All clothes are vorpal.,jacket,clothing,are,Jackets,clothes,2,4,-18.927345275878906,-18.606943130493164,0,5gram
Jackets are frabjous.,All clothes are frabjous.,jacket,clothing,are,Jackets,clothes,2,5,-18.927345275878906,-18.606943130493164,0,5gram
Jackets have wugs.,All clothes have wugs.,jacket,clothing,have,Jackets,clothes,3,1,-19.29024350643158,-18.41263771057129,0,5gram
Jackets have feps.,All clothes have feps.,jacket,clothing,have,Jackets,clothes,3,2,-19.29024350643158,-18.41263771057129,0,5gram
Jackets have blickets.,All clothes have blickets.,jacket,clothing,have,Jackets,clothes,3,3,-19.29024350643158,-18.41263771057129,0,5gram
Jackets have jabberwocks.,All clothes have jabberwocks.,jacket,clothing,have,Jackets,clothes,3,4,-19.29024350643158,-18.41263771057129,0,5gram
Jackets have toves.,All clothes have toves.,jacket,clothing,have,Jackets,clothes,3,5,-19.29024350643158,-18.41263771057129,0,5gram
Coats can be daxed.,All clothes can be daxed.,coat,clothing,can be,Coats,clothes,1,1,-20.69638316333294,-20.375980377197266,0,5gram
